label,text,is_valid
positive,"This gripping tale of intergenerational love, jealousy and revenge was even more enjoyable to see on DVD years after its PBS broadcast, with a sharper picture and crisper sound. My only reservations are that the plot has a few improbable moments and that some of the stronger Manchester accents are difficult at times. Luckily even missing a word here and there won't spoil the fun: the primary actors are ideally cast. Robson Green brings an enigmatic smile, a go-for-broke temperament and an athletic physicality to his role as a young surgeon who falls hopelessly for the wife of his boss at the hospital where he's just begun to work. Francesca Annis is one of the most striking 50-ish women imaginable; her acting rivals her beauty. (The love scenes between these two demonstrate better than words how little the age difference matters to them!) Each of the supporting characters is sharply drawn and excellently portrayed as well. The mix of pithy dialog and passionate excess makes this a delightful miniseries. As Russell Baker notes in his introduction, you may not be morally improved by viewing ""Reckless"" -- but you'll have plenty of fun. (The sequel, a part of the DVD box set, provides a wild yet satisfying two-hour denouement. You won't want to miss it if you've enjoyed what came before.)",False
negative,"...okay, maybe not all of it. Lured by the false promise of bikini-clad women on the movie's cover...but the HORROR...THE HORROR... ...whatever you do, do NOT watch this movie. Gouge out your eyes, repeatedly bash your skull in...do what it takes. Never again--never forget!<br /><br />",False
positive,"I saw this movie recently. 2 hours later, my head still hurt from laughing. The plot was soo awful, the jokes were soo bad, but what I didn't count on were:<br /><br />1. the 2 scenes before and after the movie that had Pat and Jay posing (that caused more than enough laughter)<br /><br />2. The kick through the windshield that decapitated the evil-doer.<br /><br />This movie is about 20 times better than the Rush Hour series, and my copy even came with a disclamer saying if you didn't like the movie, send certificate to HBO. While I considered it, the date you had to send it in was January 1991 (which also caused wackiness to ensue).",False
negative,"You know the story..Pretty kids alone in the woods,when BAM!something starts cutting them up.<br /><br />Well this crap is no different.A bunch of kids return to a cabin where the male leads twin brother disappeared for years before.Suddenly an ""UNKOWN CREATURE"" stars cutting them up,and their only help is a doctor/biker.<br /><br />To say this film was bad is an understatement,it's smut! The acting was horrible.<br /><br />The creature looked very cheesy. And as all films do these days they try to get you with a twist ending,which they do not!<br /><br />There is one bright spot to this film- LOST star Maggie Grace as the female lead.",False
negative,"A friend once asked me to read a screenplay of his that had been optioned by a movie studio. To say it was one of the most inept and insipid scripts I'd ever read would be a bold understatement. Yet I never told him this. Why? Because in a world where films like ""While She Was Out"" can be green-lighted and attract an Oscar- winning star like Kim Basinger, a screenplay lacking in character, content and common sense is no guarantee that it won't sell.<br /><br />As so many other reviewers have pointed out, ""While She Was Out"" is a dreadfully under-written Woman-in-Peril film that has abused housewife Basinger hunted by four unlikely hoods on Christmas Eve. Every gripe is legitimate, from the weak dialog and bad acting to the jaw-dropping lapses of logic, but Basinger is such an interesting actress and the premise is not without promise. Here are a couple of things that struck me:<br /><br />1) I don't care how much we are supposed to think her husband is a jerk, the house IS a mess with toys. Since when did it become child abuse to make kids pick up after themselves?<br /><br />2) Racially diverse gangs are rare everywhere except Hollywood, where they are usually the only racially balanced groups on screen.<br /><br />3) Sure the film is stupid. But so are the countless ""thrillers"" I've sat through where the women are portrayed as wailing, helpless victims of male sadism. Stupid or not, I found it refreshing to see a woman getting the best of her tormentors.<br /><br />4) I LOVED the ending! <br /><br />5) Though an earlier reviewer coined this phrase, I really DO think this film should be retitled ""The Red Toolbox of Doom.""",False
positive,"I liked the film. Some of the action scenes were very interesting, tense and well done. I especially liked the opening scene which had a semi truck in it. A very tense action scene that seemed well done.<br /><br />Some of the transitional scenes were filmed in interesting ways such as time lapse photography, unusual colors, or interesting angles. Also the film is funny is several parts. I also liked how the evil guy was portrayed too. I'd give the film an 8 out of 10.",False
positive,"Nagra comes from conservative Indian family that isn't exactly into girls playing competitive soccer. But our attractive young star CAN play some serious soccer. Rhys-Meyers coaches Nagra and encourages her to perform, while Knightley is supportive teammate and friend. When sis' wedding is scheduled for the same day as the ultimate soccer match, what's a girl to do? Similar in its own unique way to BFGW as Nagra tries to push the envelope on traditional family ways. Here it's dad (well-played by Kher) who can see both sides of the issue. Docked an entire point for a hokey late sexual preference non-crisis, if they needed filler they could have gone elsewhere. Nice final wrap up to the whole deal.",False
negative,"an very good storyline, good thrill to it ... but the 10 last seconds destroyed the whole movie... what happened? extremely well made and an good story destroyed in the last seconds... sorry to say but a 1 in vote... thats what it it deserve, i would think that Chris Shadley could come up with a better end... but maybe next time : ) all this meaningless blood gore for nothing? the end would lift the story to close to a 10, but it didn't.... the end destroyed the whole story, i think most people aren't lame and when they goes a movie thy want a good end, even if it is intricate ... but the only lame here is the end... sorry",False
positive,"Moon Child is the story of two brothers and a friend trying to make it in a futuristic, economically-unstable Japan. After a cunning disaster gone wrong, someone new enters young Sho's life, a special friend by the name of Kei. Years later they have grown rather close, and have found ways to combine both their talents into one unstoppable team. During another escapade, they encounter a new friend and his mute sister who become part of their band of friends. Before long disaster again strikes and the group falls apart. Alliances turn to enemies and their worlds are all turned upside down. Regrets and hopelessness claim some while power and success take others. Tragedy claims still others. Truths are revealed and lives are forever changed. <br /><br />And you will never see a more beautiful sunrise.<br /><br />This movie is a gripping tale of undying friendships, webs of relationships, and a team that not even death can keep apart for too long. Moon child combines sci-fi, drama, and action with the perfect cast and talent to create the most sensationally moving movie of the time, and great for most audiences. It minimizes the everyday romances and puts more emphasis on the important values we can all relate to such as friendships, loyalty, and believing in yourself. Nothing could possibly compare. I personally have never seen anything quite like it, and I don't suspect I ever will again.<br /><br />It appeals to the wider population in many ways and is a must see for all.",False
negative,"I'm glad that I saw this film after Mr.Sandler became famous.<br /><br />It is bad....bad,bad,bad. There is no plot. It's like watching a painfully dull home movie.<br /><br />I really enjoy his other films......but if you're a fan like me....stay away from this one. It may change your thoughts on Adam. You may never recover from the horror that is this film....I've had a better time watching old folks play scrabble in a home.......",False
positive,"Andy Goldsworthy is a taoist master of the first order, expressing the Way through his sublime ephemeral art. Indeed, time and change is what his work is fundamentally about. I bought his first book several years ago and my family has marveled at it many times. So it was a treat to get to know the artist personally through this film, he is just as patient and gentle as you would expect, and has some wonderful things to say about the natural world, the deepest of which are expressed in his occasional inability to say it in words at all. He is like most children who play in the great outdoors alone (if they do anymore), creating things from sticks and sand and mud and snow before they outgrow it. Mr. Goldsworthy was given the gift and the mission to extend that sort of play to create profound visions of nature, and to open our often weary eyes to it in brilliant new ways. And always with the utmost respect, gratitude and humor of a wandering, and wondering monk.",False
negative,"Wow, the spookiest thing about this episode was the price of houses 40 years ago. I'll preface by saying I'm not a fan of narrated episodes. If the story/actors/etc. are worth their salt, they should be able to convey the bulk of the narrative without having to read it out, reminded me of personages who can't think off the cuff but rely on teleprompters. The psychobabble was tedious and boring, but some enjoy that kind of thing, it's just not my cup O tea. They could have kept the narrative but at least made it much more believable and interesting if it was coming from a psychiatrist or maybe a newspaper reporter or something. Niggling little things like Peugeot being at the house, which has a singular half circle driveway, yet he seems to have parked his car in the tree he was standing under, because it's nowhere to be seen on the road or on the property. Sloppy editing, as she pulls into the driveway (for what seems the 100th time) exactly who are those 2 guys you see at 24m30s walking towards the car as she pulls into the driveway of the deserted house? The dolly close-ups were also overdone, like some Jr. High drama student discovering the zoom function on his camera for the first time. I could keep picking apart, but that might get almost as boring as this episode was. It kept dragging on and the true purpose seemed to be to use absolutely all the stock footage they had shot of Elaine driving the Newport convertible. I fully expected to see the Chrysler logo and a nice jingle play while a voice over told us all about the 8 track player, automatic top etc. The only good thing I have to say about his one is that it just ends, abruptly. No loose ends tied up, nothing explained or terminated. Not that many would notice, I suspect most had already changed the channel or dozed off by the end.",False
positive,"I probably doubled my knowledge of Iran when I saw Secret Ballot (2001). Now I know about four times as much (I doubt I learned a whole heck of a lot from Not Without My Daughter (1991)).<br /><br />Offside is a splendid budget Iranian comedy about a group a girls (working individually) to attend a decisive soccer match for their country's place in the World Cup. Women are not allowed to attend soccer matches, so the nation's armed forces have been mobilized to save any women who try to enter from themselves. Some (teen?) girls try to crash the party by dressing as boys, but are caught. The movie is mostly set at this holding pen where the girls are detained by soldiers, awaiting some unspecified punishment (although, the girl who dressed as a soldier claims that she was one insignia away from being executed!)<br /><br />The movie explores the absurdity of the situation. The thinking that bars women from football matches comes down to it being too raunchy an experience for the fairer sexa philosophy not unknown in the west less than 100 years ago. This farce comes to a head when a girl needs to go to the bathroom, so a soldier escorting her demands that she cover her eyes so she can't see the graffiti. The conflict is not entirely about the battle of the sexes: at one point some friction arises between a solider who is rural and the girls who are urban.<br /><br />Fortunately, this movie was not too culturally esoteric that the comedy was lost on this neighbour and cultural cousin of the Great Satan. You have to be in the mood for it, but no one should avoid this movie because they think that they won't get it.",False
positive,"We toss around the term ""superstar"" way too lightly these days, but here's one guy that truly deserves it.<br /><br />I was glued to the set this entire show. The song selection was perfect -- it only contained the songs I actually wanted to hear and cut in with documentary footage during the weaker new songs. I loved that the band was just a five guys on stage in a very minimalist environment. (With songs of this strength, you don't need a circus to be entertained).<br /><br />The shots of the crowd were amazing, too. How many performers can affect the original Beatles fans (now in their 50's and beyond), get young kids to jump up at the opening lines of ""Can't Buy Me Love"" and impact everyone in between? <br /><br />While watching, I also realized that in the wake of John Lennon's tragic death, Paul McCartney instantly became an afterthought. Paul not only lost John and George (no matter what their final relations were, it must be hard to lose someone with whom you changed the world), but he also lost his wife Linda and never really seemed to garner the acknowledgment Lennon's murder received. I agree that Lennon's murder was horrible, but only now did I realize that Paul was sort of forgotten in the aftermath. I was very happy that he's found love again in Heather.<br /><br />As for those complaining about the audio/video quality, I had no complaints whatsoever; both were crystal clear on my set. I think these same people will complain about the quality of DVD when the next format comes out; they'll never be satisfied.<br /><br />My only regret was not buying a ticket to this show when I had the chance. Thanks to this video I was able to enjoy it.<br /><br />When people remember John Lennon, they will first remember his murder and then his music. I now have a new appreciation for Paul McCartney, because, if nothing else, he will be remembered for his music first. And let's hope another lunatic won't change this, because the McCartney catalog is pretty good.",False
negative,"A definite no. A resounding NO. This movie is an absolute dud.<br /><br />Having been recommended to me by a friend very much into ""that sort of thing,"" I watched this movie with some anticipation of being informed, changed, moved, altered, uplifted, and all the other positive mystical things that could happen to me when I suddenly see The Truth. Now this may sound like someone who is already predisposed to poo-pooing anything dealing with the metaphysical, the metaphysical/physical boundaries of existence. Believe me, I am not such a person. I try to be open about any presentation and then decide accordingly.<br /><br />In terms of content, the only thing I found mildly interesting and informative, was the bit about peptides, emotions, addiction, and cellular receptors. That was the only ""unifying"" element I could find in the documentary part of this film. The rest of the documentary rambled around several topics and never seemed to unify and cohere, try to tie up and conclude to a point. And what was all that stuff about native Americans not being able to see the ships that Columbus came in? Who told the ""authorities"" in this film that that was what happened in 1492? Where they there too? Had they compared this to scientific work being done in visual cognition (the famous gorilla video, for example, visit the Visual Cognition Lab at the University of Illinois site) there may have been a more convincing point made. Here, however, it seemed like unsupported mystical mumbo-jumbo.<br /><br />As a film: this wasn't one film, it was two. I found the documentary part mildly interesting, just to hear the people talking about what they were talking about (I was annoyed that their credentials weren't presented at the bottom of the screen when they spoke, at least initially!) But I found the ""story"" part of the movie with Matlin in it annoying, disjointed, intrusive, non-related and downright stupid. That bit about the Polish wedding with that dance was not in the least bit funny. It was laughable, ludicrous, sophomoric, and stupid. And I found the use of the word ""Pollack"" offensive. It just seemed so out of place and wrong. Is such usage okay because a member of the group uses a pejorative term to refer to the group because he or she is a member of the group? That may be okay to make a point, but it didn't seem to be used that way here. And in any case, I don't care what the reason, it offended me, a Pole. I never call myself or refer to my ethnic background as ""Pollack."" And I certainly don't like like it when others do. Can I watch or listen to a bigoted conversation in which this term is used? You betcha! But again this didn't seem to be the case here. It just seemed so out of place. Unprovocked, unmitigated.<br /><br />The acting was abysmal. Elaine Hendrix's performance was totally unbelievable. At times, it seemed like she was just reading her lines that had just been given to her. Marlee Matlin for the most part seemed to be sleep walking through this whole thing. Perhaps she was baffled by the material. I know I was. If she was supposed to be portraying a disillusioned drugged-up anxiety-prone malcontent, it just didn't seem to click. But by far, the world's worst was Hendrix! All in all, I found this a disjointed, poorly acted piece of clap-trap.",False
negative,"I've read comments that you shouldn't watch this film if you're looking for stirring Shakespearian dialogue. This is true, unfortunately, because all the stirring dialogue, this wonderful play contains, has been cut, and replaced with songs. I've read this play, and recently was lucky enough to see it performed, at it remains one of my favourite Shakespearian Comedies, but this movie seems to take all that I like about it away. The Princess, though no doubt doing what she was directed to do, had no regal bearing, and all the girls seemed to lose the cleverness of their characters - also affected by unwise cuts, which not only took away the female characters already sparse dialogue, but took comments out of context - it was a little unnerving to hear the Princess proclaim; ""We are wise girls to mock our lovers so!"", when mocking had not taken place at all. The news reels throughout the film also disrupted the flow, and took away many excellent scenes, as they showed the information in the scenes after them, and were in modern phrasing. In conclusion, an excellent play, ruined by an odd concept, and unwise cuts. Kenneth, I usually love what you do. What were you thinking?",False
negative,"There's no denying the first Azumi film was a commercial product; it was an adaptation of a popular manga and had cast of young, attractive actors and certainly wasn't lacking in the budget department. Yet it more than entertained for what it was, and I can't deny I enjoyed it immensely.<br /><br />""Azumi 2"" lacks just about everything that made the original so wonderful. The first thing that should set alarm bells ringing is the absence of the superb Ryuhei Kitamura at the helm. With him, he seemed to take not only his own visual flair and kinetics, but the originals style, beauty and most importantly, its heart. While the first had a simple ""hitlist"" plot, this one has a corkscrew mess of a story, with too many dull characters stabbing each other in the back so many times the potential for any sympathy or pathos is obliterated. Gone is the effective interplay between the lead characters; Azumi and her cohorts are often reduced to a bunch of stroppy teenagers arguing in a forest. Characterisation is non existent; if anyone watching actually cares who lives and who dies, I'll be shocked. The same applies to the villains here. The final battle - in fact all the battles - are completely devoid of any sort of tension. The fact that they are poorly choreographed and abysmally directed - not to mention few and far between - is made a sideline by their own sheer pointlessness. The villains themselves try far too hard to be campy, and even if they were all combined, they don't come within a country mile of the Pete Burnsian antics of Jo Odagiri in the original.<br /><br />####Major Spoiler at end of paragraph!##### <br /><br />Aya Ueto tries her best it has to be said, and she also managed to keep her hair in good condition between the films. Azumi is now a fully fledged assassin, meaning she can wave her sword around in slow motion; unfortunately, now the character is instilled with a sort of Man With No Name style mysteriousness, Ueto's model looks become even more inappropriate. I know this is supposed to be the point, but this combined with the ineffectiveness of everyone else in the film, the stupidity of the plot and the general ineptness of the film in general means it is downright impossible to get behind her character this time around. The less said about Chiaki ""Remember me from Kill Bill"" Kuriyama's performance the better; it suffices to say her ""turn"" from good to evil is about as subtle as napalm.<br /><br />Overall, this was just a colossal disappointment. Any merits is does have were done ten times better in the first film. A lazy, unsatisfying - and generally downright boring - mess.",False
negative,"I have never posted a review before, but I had to do it for this film! This film is SO bad, I found myself trying to justify how bad it is by trying to think of it as kitsch or parody. But it ISN'T. It is truly, un-self-consciously BAD. This is a serious attempt that flops gloriously. Other reviewers have pointed out the film's many flaws, so I'll try not to repeat these, but I do urge you to see this film. Throughout it I was either speechless, literally gasping with disbelief, or rolling on the floor in hysterics. I haven't had so much fun watching a film in years. In fact, I'm going to try to get all my friends to see it because it's the kind of movie that needs to be shared.<br /><br />My favorite parts: -- When Arthur auditions to be a go-go boy (his dancing is unbelievable) -- The gratuitous nudity (the director/leading actor just had to get a nude shot in) -- The preacher's office with its cardboard and crayon rendition of Christ -- Of course, the famous wedding scene with the palm trees and the forgotten rings (what narrative function does this play?!?) -- The ex-wife's wrestling match with Ben to get possession of her gun -- The detailed sequence wherein Arthur kills the preacher; he apparently burns him up with this incredibly measly match -- Yes, the gay religious-fanatic brother with his bleached hair and WeHo fashions -- And, my favorite, the use of Joplin's ""The Entertainer"" as the opening soundtrack and ""Pachebel's Canon in D Major"" as the closing soundtrack! -- the list goes on and on -- a MUST SEE!!!",False
positive,"Now my friends, films like ""La Bête"" (aka ""The Beast"" or ""O Monstro"")only can be done in the old continent :),in this film we see all: horses dirty sex, nymphomaniac kind off gorilla, non sense dialogs, etc, etc, etc... In the serious terms now,its an allegory, that men sometimes could be bestial, visceral and brutal,Walerian Borowczyk (the director) shows us the loss of innocence, sexual violence, rape and brutality. Its a astonishing cinematic experience, bizarre and full of grotesque scenes. For all fans of European shocking exploitation, i recommend this film.If you like this one i recommend: ""Orloff Against the Invisible Man"" and ""Alterated States"".",False
positive,"10 out of 10, this brilliant, super documentary is a must see, with film clips from the war which people did not seen for years, untill this was screened in 1974. The film clips in this documentary from the war doesn't miss out anything, some of the clips left me dumbstuck. The whole series is over 20 episodes long, and Sir Lawrence Olivier is the narrator and tells a stunning story of war. Simply this is still probably the best documentary of war still, and now over 25 years old still is able to pack a tremendous punch. You must watch this at some time, even if it's a few episodes, even at that you will still be blown away at the impact this documentary means to those who have been there suffered and died in the name of WAR, in a WORLD AT WAR..",False
negative,"SPOILERS THROUGHOUT: <br /><br />The Gettaway is mostly an action movie. And what action there is to!! Shootouts, chases, dumpsters and much much more. It stars Kim Bassenger and Alec Baldwin as the Mc Coy's.<br /><br />This is a remake and I have not seen the original but really didn't care for this one at all although Bassenger and Baldwin have some nice screen chemistry. But the movie itself didn't do it for me.<br /><br />The Gettaway became really tiresome really quickly. The plot is overshadowed by one fight/chase after another and as the violence keeps piling up, Bassenger and Baldwin retain their great looks no matter what perils they maybe in. In fact, by the end of the movie they almost look BETTER then in the beginning. I don't think Bassenger's eye makeup moves once during the whole picture.<br /><br />This isn't the worst movie I've ever seen, certainly not, but it isn't very good and unless one is an action movie purist I can't see really enjoying this movie because there's just not a lot here. The Gettaway isn't terribly original either, and goes every way from unnecessarily brutal to rather dull. It really could have been better I think.<br /><br />Bassenger and Baldwin give OK performances but they don't have a lot to do except get chased and run for their lives. Sometimes less is more, after seeing the same thing over and over again it gets stale. Didn't enjoy this one to much.",False
negative,"There is nothing unique in either the TV Series nor the Movie. Which is a prequel to the TV Show, that isn't found everywhere else in life and entertainment. Both before David Lynches disgusting style of story telling, and after. <br /><br />From the Moment the body of a poor misguided girl washed up on the beach. And being introduced to some of the most mind numbing shady immoral character of the Twin Peaks.<br /><br />To the Mind numbing almost pedophilia disgusting way the movie seems to romantically tell of the destruction of a Human Life through some random psychedelic phenomena in the Movie Twin Peak:Fire Come Walk with me. <br /><br />I watched it all just to make sure I wasn't missing anything. I didn't. It's is simply one mans obvious sexual fetish extended over long series fallowed by a ridiculous overly pornographic movie. Save your self the agony the suspense and watch anything else that at least has the ability to tell a story, rather then seduce you into some kind mental porn movie.<br /><br />I have heard a lot of reviews, rants and raves about how great David Lynch. Because of his ability to define misery and and tragedy and making it into some kind of a wonderful thing. This is not life imitating art, as much as it is some sick twisted version of art doing its best to inspire complete mindless life.<br /><br />Do yourself a favor and avoid this garbage.",False
positive,"Dominion Tank Police is without a shell of a doubt, one of the most amazing shows ever produced, but not just in the field of animation. While the first part (Acts 1 and 2) mostly consists of action and fun, the second part is more serious and one should not treat the second part in the exact same way as first part. The subtleties are truly out of this world and the characterization is beyond brilliant. You must have an extra degree of intelligence to appreciate the intricacies of the second Part (Acts-3 and 4). I do have some complaints though. In the first part, the Tank Bonaparte quite literally jumps over a tank shell and it did not make any sense at all. One might also question the plausibility of Bonaparte jumping on the wing of Helicopter Gunship even though it was cool. Buaku rules.",False
positive,"Kubrick again puts on display his stunning ability to craft a perfect ambiance for a film. Mainly through cinematography, but also using an ingenious score, he creates a chilling and ominous tone that resides over the entire film and thoroughly gets my spine tingling from the start. It really is this flawless ambiance that makes The Shining the masterpiece that it is, in my eyes. Of course it doesn't hurt that Jack Nicholson gives one of the greatest performances I've ever seen. A frighteningly authentic portrayal of a mind gone mad. Duvall and Lloyd are artificial, to be nice, but it's easy to look past those two when the rest of the film is so brilliant. Plus it features the actor with the greatest name of all time (Scatman Crothers).",False
negative,"I bought this adaptation because I really liked Anne Brontë's novel when I read it some time ago and usually particularly enjoy BBC dramas. But I'm very disappointed, I never thought it would be as bad as that: the whole series made me laugh much more than moved me as the novel had.<br /><br />First of all, the music (and songs) seems totally out of place in a period drama (sounds as if it's been written for a contemporary horror film)and like another commentator, I was particularly annoyed by the way the cameras spun and spun round the actors. I've seen some scenes filmed that way in ""North and South"" and it seemed all right there but in The Tenant, it's definitely overdone and simply annoying. Camera movements cannot make wooden acting lively.<br /><br />Most of the second roles were difficult to distinguish at first and the script lacked clarity. None of the characters were properly introduced at first. The little boy gave a very good performance, he's very cute and the best feature of the film.<br /><br />SPOILERS Tara Fitzgerald's characterisation of Helen Graham made her appear cold and harsh, letting no emotion pass through. She doesn't seem to be able to cry at all in a realistic way. I just couldn't believe Markham could have fell for her and I'm not mentioning the awful hairdo she was given. I could not help feeling some sympathy with her husband! Fancy being married to such a virago... Besides, he was the only main actor that sounded right to me. Toby Stephens I found just OK, Helen Graham's brother not very good. <br /><br />Maybe it's difficult to adapt a novel that deals with such bleak subjects as alcoholism and cruelty. Besides, what is only hinted at and left to the reader's imagination in the book is dwelt upon with complaisance in the TV adaptation: making some scenes both gross and comic, (like when Huntingdon's eye starts bleeding) and others far too sexed up for a period drama! I mean, don't we get enough of those bed scenes in contemporary dramas?",False
negative,"****Don't read this review if you want the shocking conclusion of ""The Crater Lake Monster"" to be a total surprise****<br /><br />A claymation plesiosaur rises from the depths of Crater Lake to wreak havoc on a group of local rednecks, not to mention your fast forward button. To call ""The Crater Lake Monster"" amateurish is to overstate the obvious. If you aren't a fan of low budget drive-in films, you probably wouldn't be looking here in the first place.<br /><br />The problem with the movie is that when there's no monster action going on, it really sucks and goes nowhere. The script is very Ed Wood-ish, in that it's utterly contrived in the way it sets up the main action sequences. Nothing is too outlandish for ""The Crater Lake Monster"". It explains its dinosaur by having a meteor crash into Crater Lake, 'superheating' the water to the point where it incubates a dinosaur egg that has apparently been resting at the bottom of the lake for millennia. Even if we could accept that the egg could have been lying there for so long and remained uncovered and viable, wouldn't ""superheating"" the water to such a high temperature cause most of the lake to evaporate? Other than some token fog in one or two scenes, we see no evidence of the water being hot, other than a few lines in the script.<br /><br />The script is padded rather obviously in a few sequences, and it will do anything to get the characters near the lake so that they can be menaced by the claymation dino. A couple just passing through experiences car trouble and while their automobile is being serviced, they decide to rent a boat and head out into Crater Lake. Hmmmm...do you think these strangers in the story could be there so they would run into our title monstrosity? In a sequence that's just plain bizarre, a drunk robs a liquor store and decides to murder the cashier and a bystander instead of paying four dollars for a bottle of booze. A car chase ensues, and wouldn't ya know it...they end up right by the lake. Snack time for Cratey! Yeah, it's not hard to figure out, and you're so far ahead of the script that you're irritated when it takes another ten minutes for these scenes to unfold.<br /><br />The shamelessness of it all is endearing, and I really want to like ""The Crater Lake Monster"". I just can't do it. There's not enough here to go on, and this is more of a movie to put on during a party, because you could talk right over it and it wouldn't matter. <br /><br />The film has a slim list of the things going for it, the most important being the dinosaur itself, which appears in three forms: a shadow puppet, a large model head that is dragged woodenly through the water, and a fully realized claymation insert that actually looks pretty good. There are also a pair of lovable hicks in it, and they carry the majority of the intentional humor in the movie. A downbeat ending leaves us mourning the death of both the monster AND one of our beloved hicks, so every good thing about this film is dead by the end of it. Why was I so affected by this conclusion? Was it the mournful song played over the closing credits? Or was I just weeping inwardly for the time that I waste watching films like this?",False
positive,"I recently saw I.Q. and even though I'm not a romantic comedy type of gal, I think that it was just a nice and sweet movie to watch. So many movies in my opinion lack honesty. You know that feeling when you're watching a movie and you just feel robbed because it's taking something from the story and it was like the director just threw it together like it was trash? The story between the scientists is a sweet and funny one. How they stuck together and they tried to help Tim Robbins character become smart. I liked the love story between Tim and Meg because it was simple and brought up a good point when it comes to love, ""nothing is what it seems"". I would recommend this for a Sunday morning.<br /><br />7/10",False
negative,"""The Hazing"" is one of them films I always wanted to see solely based on the illustrated cover image here on IMDb. Yes, that's how shallow I am! I don't care if ten million people call it a crap movie, the poster looks awesome so I guess I'll just have to see it  Now, ""The Hazing"" can somewhat be described like its alternate title: curious! The poster and title make it sound like a genuine horror movie set on campus and dealing with sinister initiation rites, but this movie is actually more of a crossbreed between comedy and thriller. First of all, there's something very wrong with the tagline on the old VHS box I watched. It says: He had good grades, a good girl and good buddies  until they put him through the Hazing"". That's not the case, actually. Protagonist Gilbert Lewis is finally accepted by an acclaimed campus through an athletics scholarship. It takes over half the movie before we even hear about his girlfriend back home and the only ""buddy"" he has is a very nerdy Charles Martin Smith (still with hair in this film). Both of them are approached to become members of the prestigious ""Delts"" fraternity, but during their hazing exam  in which they have to descend a mountain dressed in their tidy white undies  Barney falls off a cliff and breaks his leg. When Lewis returns with the other frat boys, Barney froze to death already. Together they intended to keep the body frozen for five days and then claim he never returned from a weekend ski-trip. With Barney's body hidden in the cafeteria freezer, Lewis has to cover for him so that Barney's absence doesn't look suspicious. The set-up of ""The Hazing"" is quite original and potentially innovative, but the problem here is that the execution could easily have been a lot better. The tone is too steady and too serious for a comedy movie, even a black one, but on the other hand there aren't any proper attempts to build up suspense or thrills, neither. The soundtrack is cheerful and full of light-headed tunes, but that's nearly not enough to make this film a comedy. Around an hour into the film, the plot also runs out of steam and idea, and the makers have no better alternative to fill up the emptiness with romantic compilations of Lewis and his outer town girlfriend biking through the countryside. I didn't like the final twist, because it's quite implausible and because it has been done numerous times before and after (though admittedly after). ""The Hazing"" is not a complete waste of time, but still I'm glad I found an ex-rental tape at a friend's house instead of having to spend any money on the recently released DVD.",False
positive,"Given the opposite circumstance of 2009 where the reality is we do have a black president, this movie takes on quite a powerful historical significance. For entertainment value I found this movie to be both engaging and repugnant. I was quite taken back of course by the blatant racism of the time, but also found the music and dancing incredible. Also it is quite cool to see Sammy Davis Jr as such a very young child actor. He plays Rufus Jones, a young boy who is being consoled by his Mammy. He is told 'Why some day you could be President'. This was so ridiculous in 1933 that it was mocked and thought to be endearing, charming and funny. The bulk of the movie is a fantasy sequence of what the government would be like if it was run by a black man. They depict the seats of government as being like a revivalist Baptist church.<br /><br />The fact was when I stumbled onto this movie one day it drew me in. It is really well done and very entertaining. I believe if we can look beyond the racism we can see this movie for all it brings us. In fact to realize that it is not only not ridiculous to have a black president, but that it is normal, just makes this movie that much more relevant. It clearly marks a moment in time for our collective consciousness.",False
positive,"I own Ralph Bakshis forgotten masterpiece Fire & Ice on an old OOP rental videotape.<br /><br /> Well for one thing, this is better than any other Conan-esque film you'll ever see. Sure, it's cheesy, but who cares? It stood the test of time, and the only way it started to look cheesy is in comparisons to modern fantasy epics like LOTR:FOTR (though I love that film.)<br /><br /> The plot goes like this: After a battle between Fire & Ice, a kings daughter is kidnapped by Jarols (Ice) subhuman creatures, while a sole survivor of a victimized village rescues her.<br /><br /> Yeah it doesn't sound as a original as Nurse Betty, but that's not the point. It is really to bring to life an interesting idea of a world of two enemies: Fire & Ice. And it succeeds.<br /><br /> As for the action scenes: superb. They are well handled, have terrific suspence, and have plenty of loud noises. Just check out the climatic battle, now THAT'S an ending!<br /><br /> The acting and dialogue: competent. Really. They aren't gonna be nominated for an Oscar, but they are OK and don't get on your nerves.<br /><br /> The animation is quite good. Shot on 3D and rotoscoped (I THINK), it looks pretty good. A lot of the backgrounds look really detailed and well drawn, and although the character designs feel a little 1-dimentional, they are OK.<br /><br /> Overall, this is a fine neglected little gem and will entertain you more than any of the superfical ""entertainment"". 10/10",False
negative,"I live in Salt Lake City and I'm not a Mormon, so why did I rent this movie? Well because I live in Utah and thought it'd be nice to see locations I know in a film. I really knew going into it that I wasn't going to get the inside jokes so I wasn't surprised when I sat with the deer in the headlights stare. What I was surprised at was the ant-non Mormon actions that were placed in this film.<br /><br />I know it's a Mormon film, catered to the members of the LDS Church, but I found it offensive because of the typical stereotype of people that isn't of their faith. Every non Mormon, which wasn't many, drank, smoked and had an amazing selfishness attitude, why?<br /><br />That really ticked me off about this film, they made the Mormons so pure, yet the rest of the state of Utah I guess is filled with punk psychos just because they don't follow the scriptures of the LDS Church.<br /><br />I can understand having the plots revolve around all LDS members, but you'd think Salt Lake City was 100% Mormon, which isn't even close to being the truth. And as I said, the non Mormons in the movie were portrayed as drunken jerks, please!<br /><br />I guess I just don't get it because I don't belong to their faith and I guess I never will.",False
